game_id,review,votes_funny,votes_up,voted_up,is_recommended,playtime_forever,timestamp_created
배틀 그라운드,"h1 i 배틀로얄형 게임의 완성본 i h1 h1 장점 h1 b 프라이팬 b 점점 좁아지는 전장 스스로 조절하는 완급조절 뛰어난 총기 조작감 뛰어난 사운드 플레이 레이팅 시스템 활발한 피드백 및 업데이트 h1 단점 h1 아쉬운 총기 밸런스 여전한 서버 렉 부족한 최적화 핵 h1 플레이타임 h1 i 한판에 1분 40분 i h1 추천 구매가 h1 i 정가 i h1 주의점 h1 list 각종 실행, 게임중 문제는 url 해결할 수 있습니다. 최적화는 url 참조해주세요. 진동이 지원되는 게임패드를 연결해놓은 상태면 체력이 달 때마다 진동이 오므로 분리해주세요. list h1 이런 분들에게 추천합니다. h1 롤, 오버워치처럼 짧은 시간 깊게 즐길 수 있는 게임을 원하시는 분 h1 이런 분들에게 비추천합니다. h1 데이즈처럼 준비 시간이 긴 생존게임을 좋아하시는 분 h1 사담 h1 저는 생존 장르 게임을 극혐합니다. 파밍까지 오래 걸리고 살아남는데 급급하고 죽거나 클리어한 뒤에는 왜 이걸 또 해야하는가? 하고 현탐을 느끼는 게이머입니다. 다만 이 게임은 도대체 질리지가 않는군요. 생존류 게임을 이렇게 오래한 건 처음입니다. 이런식의 짧게 게임이 끝나는 배틀로얄식 게임은 현재 H1Z1와 배틀그라운드가 대표격인데 전 H1Z1는 구매하지 않아 비교 불가한 점 이해 부탁드립니다. i 에임에 자신없어도 눈치만 좋다면 1킬로 1등이 가능하다. i 이 게임은 40분안쪽으로 전장이 모두 줄어들 때까지 다른 유저를 죽여 1등을 하기 위한 게임으로 룰을 몰라도 무기를 먹고, 다른 사람과 싸우고, 안전지대로 향하는, 단순하면서도 직관적이라 남녀노소 쉽게 이해 가능합니다. 그 과정에서 적당히 파밍하고 안전한 집에서 버티다가 안전지대가 줄어들 때 천천히 이동한다던지, 파밍하기 쉬워 많은 유저가 찾는 도시나 밀리터리 베이스로 가 시작부터 피터지게 싸운다던지 게임플레이 내내 페이스 조절을 스스로 할 수 있습니다. 또한, 플레이 내내 감탄했던 부분은 총기마다 확실히 다른 손맛인데 격발음이나 부속물 착용으로 인한 소음, 흔들림 잡기등 부속물로도 손맛이 바뀌면서도 아르마처럼 크게 하드코어하지는 않는 부분에서 감명받았습니다. 게다가 격발음, 소음기로 인해 줄어든 격발음, 점사 변경, 장전등의 유저가 내는 모든 소리가 사방으로 들려 사플이 마치 레인보우식스 시즈를 하는듯한 느낌을 받을 정도로 의존도가 제법 있었습니다. 그로 인해 플레이 시간이 짧은 게임인데도 높은 현장감을 받았으며 더욱 더 몰입할 수 있게 되었던 것 같습니다. 그 외에도 한판끝나면 현탐이 와서 그만두기 마련인데 레이팅 시스템이 있어 계속 할 수 있는 좋은 매개체가 되며 레이팅으로 인해 100명의 유저들간의 격차도 그리 크지 않아 언제나 비슷한 유저와 플레이할 수 있습니다. i 컴 사양이 좋지 않으면 월핵이 켜진다. 0 i 딱히 게임성으로는 크게 아쉬운 점은 없으나 몇몇 총기가 타 총기에 비해 성능이 좋지 않아 선택조차 안되고 버려지는 것이 조금 아쉽습니다. 그 버려지는 총기들도 손 맛이 확실히 달라 억지로 드는 분들도 계실텐데 좀 더 밸런스 조절이 있었으면 합니다. 또한, 계속 거듭된 패치로 최적화와 네트워크부분을 많이 개선되고 있으나 아직까지도 얼엑딱지를 떼지는 못할 것 같습니다. 가끔씩 걸리는 네트워크 오류와 급렉부분은 여전히 개선이 필요합니다. 마지막으로 유저들이 많아서 그런지 핵이 좀 보이는데 매주 핵을 잡아내고 있으나 여전히 핵은 있고 100명짜리 게임판에서 핵 유저의 존재감은 압도적입니다. 좀 더 빠른 핵처리를 기대해봅니다. i 차나 배가 뒤집히는걸 이용해 이런식으로 스탑럴커 플레이도 가능 i 한동안 직장 집 배그 수면 직장 이렇게 제 생활패턴을 바꿔버린 게임으로 지금 이 리뷰 쓰는 순간조차 배그를 키고 싶을 정도로 푹 빠져버린 게임입니다. 일하고 피곤한 몸을 이끌고 할 정도로 푹 빠져버렸네요... 재미나 그런걸 다 떠나서 한국에서 만든 제대로 된 게임이 글로벌하게 잘 나가는 모습이 보기 좋습니다. 이를 계기로 각 게임사에서 도박게임이 아니라 게임성이 있는 게임을 출시했으면 좋겠어요. 앞서 해보기 기간동안 잘 다듬어서 더욱 더 롱런했으면 합니다. 완성된 배틀그라운드가 정말 기대됩니다. 추천합니다.",133,749,True,Recommended,34519,1498892112
배틀 그라운드,핵이 늘어간다 쭉쭉쭉쭉! 점점늘어 간다 쭉쭉쭉! 언제까지 핵 안잡고 방관할거야 내 전적을 봐 개판이잖아 핵이 늘어간다 쭉쭉쭉쭉! 점점늘어 간다 쭉쭉쭉! 언제까지 핵 안잡고 방관할거야 내 전적을 봐 개판이잖아 핵이 늘어간다 쭉쭉쭉쭉! 점점늘어 간다 쭉쭉쭉! 언제까지 핵 안잡고 방관할거야 내 전적을 봐 개판이잖아 핵이 늘어간다 쭉쭉쭉쭉! 점점늘어 간다 쭉쭉쭉! 언제까지 핵 안잡고 방관할거야 내 전적을 봐 개판이잖아 핵이 늘어간다 쭉쭉쭉쭉! 점점늘어 간다 쭉쭉쭉! 언제까지 핵 안잡고 방관할거야 내 전적을 봐 개판이잖아 핵이 늘어간다 쭉쭉쭉쭉! 점점늘어 간다 쭉쭉쭉! 언제까지 핵 안잡고 방관할거야 내 전적을 봐 개판이잖아 핵이 늘어간다 쭉쭉쭉쭉! 점점늘어 간다 쭉쭉쭉! 언제까지 핵 안잡고 방관할거야 내 전적을 봐 개판이잖아 핵이 늘어간다 쭉쭉쭉쭉! 점점늘어 간다 쭉쭉쭉! 언제까지 핵 안잡고 방관할거야 내 전적을 봐 개판이잖아 핵이 늘어간다 쭉쭉쭉쭉! 점점늘어 간다 쭉쭉쭉! 언제까지 핵 안잡고 방관할거야 내 전적을 봐 개판이잖아,127,154,True,Recommended,49480,1516348863
배틀 그라운드,"돈은 많은데, 어디에 써야하나. 라는 고민을 가지고 있는 당신을 위해 블루홀에서 직접 개발한 컴퓨터 성능 체크 프로그램을 이용해보세요. 32,000원과 별도의 금액으로, 전 세계의 컴퓨터들과 성능을 직접적으로 비교할 수 있습니다. 비교 뿐만이 아니라, 누구의 컴퓨터가 더욱 처리속도가 빠른지, 누구의 컴퓨터가 더욱 고성능인지, 직접 체험해 볼 수 있습니다. 지금 당장 구매하세요. 이 스폰서는 PLAYERUNKNOWN S HACKERSGROUND 와 함께합니다.",120,80,True,Recommended,28420,1520623288
배틀 그라운드,"이 게임을 저는 오늘부로 301시간정도 했네요. 아마 앞으로는 몇시간 더 안늘어날 것 같습니다. 이 평가를 쓰는 이유는 잠깐 사귀었지만 엄청나게 사랑했던 연인과 헤어지는 기분이 들어서 그렇습니다. 그녀에게 마음이 떠난것처럼 이게임에서 마음이 떠났습니다. 그만큼 공허함을 느끼기 때문에 굳이 스팀홈페이지 까지 들어와서 이 평가를 써봅니다. 자랑은아니지만 대충 게시판을 봐도 301시간 가까이 한 플레이어도 잘 없습니다. 전적사이트에 검색해도 플레이시간은 이제 항상 상위 1퍼센트 이내입니다. 저는 배틀그라운드를 구입한지 2달도채 되지 않았습니다. 예 맞습니다. 저는 말그대로 폐인같이 두달동안해왔습니다. 한번 시작하면 끝장보는 성격이라 제마음을 사로잡은 게임들도 다 그렇게 열심히해왔습니다. 이제는 서른즈음에 학생이 아닌 신분에, 그것도 내 생업과 병행해서, 자는시간 쪼개가면서 정말 열심히 게임했습니다. 저는 헤비유저임이 틀림없습니다. 카카오에서 배틀그라운드를 퍼블리싱한다?, 서버가통합된다? 그런 소식은 사실 별관심없습니다. 내 피부로 와닿는 것 전혀없습니다. 하지만 내 피부에 쓰라린 아픔을 주는 여러 핵이라는 날카로운 상처는 처음엔 한두번 나를 베었지만 이제는 만성적으로 나를 아프게해 통증에 질려버렸습니다. 얼마나 질려버렸나면. 킬 로그에 연속으로 2명3명이 기록하는 킬로그만 봐도 몸서리쳐집니다. 저만 이렇게 느끼는 것 입니까? 당신들은 무뎌져서 그냥 외마디 씨.발 이라는 욕설한마디에 그상황을 흘려보내시나요? 신고하신다고요? 피드백은 옵니까? 나도 처음에는 하.. 시발 짱깨.새끼들.. 이라고 한번 되뇌어보고는 그냥 흘려보냈습니다. 이제는 짱깨새끼뿐만아닙니다. 이미 핵쓰고다니는 같은 한국국적의 핵유저들도 많아지고있습니다. 당신들도 나처럼 꽤 많은 시간을 낭비 했다고 느끼기전에 한번 이 게임에 대해 생각해보는 시간을 갖기 바랍니다. 시간은 아주 소중합니다. 고작 30년정도 살았지만, 제가 이런 감정이 들어 게임과 헤어질때마다 결과는 항상 절망적이었습니다. 이 게임을 기획하고 만든사람은 아마 내가 평생 벌어도 못벌 돈을 몇달사이에 벌었겠지만. 나보다 훨씬 똑똑한 사람들이 이 게임을 만들었겠지만, 핵을 확실히 뿌리뽑는 기술적 경지에 이르지 못한다면 아마 결과는 좋지 않을것 입니다. 이 평가를 보는 게임 관계자 여러분은 꼭 명심하고 바른 길로 나아갔으면 좋겠습니다. 오늘 나와 게임하던 3명의 친구중에 핵유저때문에 2명이 나와함께 접속을 종료했습니다. 당신들은 Early Access라는 사실은 무책임한 간판아래에 숨어있는 것은 아닌지요?",107,610,False,Not Recommended,47017,1509438424
배틀 그라운드,Region. Lock. China.,103,907,False,Not Recommended,9006,1515868968
배틀 그라운드,이거 처음 나온 여름동안 300시간햇는데 이거하다가 여자친구랑 헤어질정도로 재밌었습니다.,91,49,True,Recommended,32877,1609704759
배틀 그라운드,배틀 로얄을 즐기고 싶습니까? 잘 누르셨습니다. 이제 당신은 모든 총기류와 약품을 들고 렉 과 싸우시면 됩니다.,91,257,False,Not Recommended,13072,1501768153
배틀 그라운드,심장에 안좋은 공포게임입니다,89,230,True,Recommended,100678,1505216956
배틀 그라운드,배그는 진자 항상 욕먹고싶어서 안달난거같이 운영을 하네 왜 굳이 핵도 못잡는 마당에 서버 통합까지 시키는지 이해가 1도 안됨 커스텀모드 왜 일반 유저는 못 함? 최적화 언제 함? 핵 언제 잡음? 버그 언제 고침? 서버 도대체 언제 늘림? 티밍 안 잡음? 애초에 신고하면 제재 하긴 함?,88,1194,False,Not Recommended,42008,1528246162
배틀 그라운드,h1 우리의 엄청난 갓게임 배틀 그라운드! h1 b 배틀그라운드를 하고 싶으시다구요? 지금 당장 지르세요! b 여러분들이 바라는 헤드 탕탕! 핵 없는 클린한 세상! 수류탄 폭킬! 고라니! 그리고 엄청나게 재미있는 랜덤 매치메이킹까지! 이 u 모든걸 u 담고있는 배틀 그라운드를 사시면! 저처럼 핵도 안쓰고 에임도 strike 졸라 strike 안좋은 사람에게 개발자 정지를 맥입니다!! strike 시발 strike u 시발 u spoiler 시이이이이이이이발 개새끼들 제재 풀어라 병신들아 spoiler,84,133,False,Not Recommended,9092,1529181494
배틀 그라운드,스팀으로 시작해서 카카오로 끝나다.,81,281,False,Not Recommended,85120,1512490932
배틀 그라운드,h1z1 버릇처럼 차 타다가 내렸더니 내차에 치여 죽었다. 갓겜,80,138,True,Recommended,15447,1492166879
배틀 그라운드,1003시간동안 핵 1003번밖에 안만나봤어요,77,91,True,Recommended,84443,1618319990
배틀 그라운드,나는 겜창이다,77,83,True,Recommended,152910,1513221887
배틀 그라운드,결국 카카오가 통수를 쳤습니다.,77,386,False,Not Recommended,817,1512187888
배틀 그라운드,중국인과 핵이 조화롭게 망쳐버린게임 중국인 핵 망겜으로가는 지름길,76,586,False,Not Recommended,53551,1517128603
배틀 그라운드,시 발 짱깨 새 끼들 우한 걸려서 다 나가 뒤졌으면 좋겠네요,75,163,False,Not Recommended,15515,1580105265
배틀 그라운드,사드 넘버원,74,110,True,Recommended,70490,1498226316
배틀 그라운드,짱깨만 없다면 완벽한 게임,62,343,True,Recommended,18990,1513768872
배틀 그라운드,대체 어디서 쏜거야 씨 ..,62,118,True,Recommended,6392,1499958594
배틀 그라운드,"핵투성이에 중국에게 점령당한 겜 이게임을 옹호한다면 당신의 대가리는 뇌수가 흐르고 있다. fucking chinese에 의해 내 아이디가 정지를 당했지만 이 설사가 된 게임을 평가할 수 있었으니 만족한다. 다필요없고, 한마디만 하겠다. 우한폐렴 근원지 중국 Die",59,239,False,Not Recommended,17870,1607190452
배틀 그라운드,free hongkong 짱개돌았나 어떻게 네이버 메일하는 스팀보안코드까지 보내서 뚫냐 Free Tibet 중국 욕이나 쳐먹어라,58,190,False,Not Recommended,9053,1578052016
배틀 그라운드,"그지같은 최적화에 감동받고, 핵쟁이에 또 감동받았다. 암이 암으로 치유되는 겜이다",58,203,False,Not Recommended,13052,1512469779
배틀 그라운드,중국서버 분리하고 중국인은 중국서버 밖으로 못나오게 해라,56,868,False,Not Recommended,11889,1515663343
배틀 그라운드,많이안해봐서잘모르겠음,53,18,True,Recommended,84117,1554621626
배틀 그라운드,쌀국수 뚝배기,53,76,True,Recommended,19345,1506092452
배틀 그라운드,"아주 오랜만에 들어와봤습니다. 여전히 투시 안경을 쓴 녀석들이라든지, 자동유도탄을 장착한 녀석들이라든지 아무튼 최신 장비로 무장한 녀석들이 득실거리네요 고작 총 하나로는 이런 최신 장비들을 상대하기가 너무 버겁습니다. 수고하세요.",51,74,False,Not Recommended,12505,1588061894
배틀 그라운드,중국서버 좀 따로 만들어줘...,50,809,True,Recommended,104966,1506336853
배틀 그라운드,이봉주 온라인,50,47,True,Recommended,42976,1499846995
배틀 그라운드,슬슬 삭제할타이밍인거 같아서 후기쓰고 접는다. 난 얼리때부터 애정갖고 하면서 일하면서도 틈틈히 시간 갈아넣으면서 한 유전데 이 병1신같은 회사는 운영을 자기네 집 개한테 맡겻는지 즈그들이 만든 게임에 대한 이해도가 전혀 없고 그저 돈쳐발라야 가능한 룩딸패치밖에 하지 않으며 가장 중요한 것은 핵에 대한 제제 자체를 빡세게 하지 않는다는 것이다. 기껏 해봐야 계정 영구정지. 사실상 게임에 대한 문제는 전무할정도로 내가 여태껏 해본 게임중 가장 재밋었다. 그러나 10판중 7판 이상은 핵이 무조건 있으며 나머지 3판 또한 있을수도 없을수도 있는 말도 안되는 안티치트 프로그램을 보여주고 핵쟁이들이 매 판마다 당신들을 존윅과 원티드 액션씬에 나오는 엑스트라로 만들어 줄 것이다. 핵은 잡는다 잡는다 하면서 명단을 공개하는데 좆도 아무런 의미가 없다. 영구정지를 박아도 새로 아이디를 파서 다시 핵을 사용하기 때문에 죽여도 지옥에서 다시 올라오는 악마들과 싸우는 콘스탄틴의 심정을 잠시나마 느껴볼수 있다. 아이피 밴을 하던가 하드밴을 해야하는데 그렇게 하면 핵쟁이들이 게임을 하기 불편해하고 그것은 이 병1신회사의 매출과 연관되기 때문에 전혀 하지 않을것이며 꿈도 꾸지 않는것이 정신건강에 좋다.,49,236,False,Not Recommended,142584,1569807769
배틀 그라운드,업뎃할수록 망해가는 신기하고 신기한 갓겜,49,127,True,Recommended,60017,1548822838
배틀 그라운드,갓겜 레식으로 오세요,49,306,False,Not Recommended,77382,1542491830
배틀 그라운드,이겼닭! 오늘 저녁은 치킨이닭!,48,108,True,Recommended,9372,1503233796
배틀 그라운드,이거하다가 f받았습니다,45,33,True,Recommended,130846,1526656810
배틀 그라운드,여태 Early Access라는걸 생각해서 긍정적으로 봤습니다 서버가 개적화인것도 괜찮아지겠지 했습니다 그리고 돌아오는건 for kakao 였습니다,45,290,False,Not Recommended,45925,1502703536
배틀 그라운드,3만3천원 내놔 씨발년아,44,171,False,Not Recommended,36028,1643799774
배틀 그라운드,자 여러분들 솔직하게 얘기할게요 내가 심장이 약하다 사지마세요. 내가 지금 게임을 살까 고민중이다 근데 내가 성질이 같아서 약간의 혈압이 오르면 샷건을 치게된다? 사지마세요 우리집 컴퓨터가 쓸만은 한데 배그 중옵이 안나온다? 사지마세요 내가 대한민국에 살고있는데 호구되기 싫다? 사지마세요 우리집 인터넷이 별로 안좋은다? 사지마세요 중국인이 아니다? 사지마세요 아니 솔직히 씨빨 중국인이고 서버 통합이고 뭐고 이건 씨빨 너무한거 아니냐고 아니 게임을 할려고 하면 걍 존나 좆같아요 그냥 게임 튕겨요 씨 발 튕기면 매치 재참여 있는데 누르면 씨발 별의 별 오류가 다 나와요 씨빨 아니 이거 사람이 즐기는 게임이 아니야 씨빨 그냥 이건 사람 혈압오르라고 만든 게임이야 씨빨 여러분 피씨방 요새 만원만 처넣어도 프리미엄피씨빵에서 5시간 넘게할수있어요 거기서 카배 5시간하고 걍 이게임 손절하세요 씨발 이 런 좆같은 게임은 거르는게 맞습니다 어캐 씨빨 게임이 업뎃할떄마다 돈만 밝히냐 씨발,44,151,False,Not Recommended,53695,1548989199
배틀 그라운드,"FIX PUBG 한다면서요? 그동안 벌은 수익은 새로운 건물로 이사하는데 다 사용했습니까? 픽스 펍지 뭐하러 하셨나요? 2012년 1월 초에 나온 LOL 이 6년이나 되었는데 그것도 KR 서버 인데도 불구하고 핑 차이가 없잖아요 . 예? 초반에 얼리엑세스네 뭐네 하면서 배틀로얄 이라는 타이틀로 또 다른 FPS 로 흥행하고 그걸로 끝 ? 장난 하십니까? 블루홀? 외국인 개발자 섭외해서 대화하고 화상통화 로 의견을 나누며 토론을 했다고 했잖아요. 쇼 맨 십 였나요? FIX PUBG 도 ? 서버가 안좋으니까 안좋다고 아무리 이야기를 해도 저희가 해결할 수단이없습니다, 조금만 기달려 주십시오. 같은 말만 되풀이 하면서 타 지역 , 시차가 아주 많이 차이 나고 30분 차이나고 하는 나라에서도 하는데 북미 , 오스트리아 , 유럽 서버 에서 플레이하면서 유저간의 핑차이가 심해서 그런거면 이해합니다. 근데 KR 서버 인데 1초 는 기본으로 차이가 나는게 당연하다고 생각합니까? 위에서 언급한 LOL 안해보셨어요? 서든은요? 아주 기본적인 대한민국에서 넷마블에서 처음 만들어져서 돈슨돈슨 거리는 넥슨으로 갔는데 넥슨에서 운영하는 서든 이라도 해보셨냐구요? AOS 뿐만 아니라 FPS 도 0.5초 차이도 심하게 느끼는데 블루홀 개발사 직원분이시던 고위직책분 이시던 네이버 공식 카페 운영하시는 분이시던 자사 게임이 나왔는데 한번이라도 안해본 사람이 있습니까? 10명중에 적어도 4.5명은 정도는 했다고 생각합니다. 그런데 핑차이가 심한데 엘리엑세스 끝나고 정식 발매를 했다고 홍보를 하면서 배틀로얄이라는 타이틀로 블루홀 주식까지 급등했으면서 그동안 벌여들인 수익 통장에 22만원 밖에 없습니까? 건물 이사하느라 이거 보고 저거보고 로비하느라 다썻어요? 서버 개선 할 생각은 안해요? 자기네 게임이 호평 받다가 혹평 받는걸 안봐요? 서버 개선이 힘들다 다른 회사에 서버를 빌려서 쓰고있다 등등 보고 들었습니다. 블루홀 회사의 PLAYERUNKNOWN S BATTLEGROUNDS 이 게임만 그렇게 서버를 운용합니까? 다른 회사들은 안하냐구요? 스킨 박스 , 스킨 장사 안하신다메요 뭐하자는겁니까? 할꺼면 한다고 하던지 안한다고 했다가 하는건 뭔 심보 입니까? 카카오게임즈와 손을 잡고 협력 ..? 설마 했지만 스킨장사 ....? 카카오게임즈가 그렇게 하라고 지시했습니까? 협력 관계면 협력을 해야지 갑 을 관계 상사와 부하 지간 인가요? 아무리 내가 먼저 들어가서 싸워도 먼저 쏴서 혈흔임팩트가 나와도 데미지에 반영이 안돼는게 말이나 되냐구요? 핑 차이가 뭔지 모른다면 개발사들 다시 물갈이 시키시죠? 테라 에 목숨 걸어서 그런가요? MMORPG 에서만 발 굴리고 손굴리고 피흘리고 몸이 부셔지는 개발사 직원가지고 FPS 게임을 만듭니까? 아르마 에서 시스템을 가지고 오던 다른 엔진으로 만들던 FPS 게임은 MMORPG 처럼 핑 차이가 조금 있어도 괜찮은 게임이 아닙니다. 비소리가 커요 , 비행기 소리가 커요 , 비오는 날씨때문에 안보여서 싫어요 , 안개맵 하기 싫어요 , 사막맵 싫어요 이런 소리에 반응하는것 자체가 MMORPG 에서는 사소한 컴플레인 이지 않나요? 5.56mm 탄약과 7.62mm 탄약 차이가 단순히 게임 에서는 장단점을 아시잖아요 쉽게 말해서 5탄이 7탄 보다 상대적으로 게임상에서는 5탄 7탄 탄의 속도 차이 인데 게임이니까 유저들의 징징대는 사소한 이의제기 만 보고 바꾸는게 애들 장난처럼 하시는데 자식들이 운다고 달래주기만 하면 됩니까? 매일? 우리나라에서 만든어진 게임이라 팔은 안으로 굽어진다는데 팔 자체를 들기가 싫네요 이딴게임을 424시간 동안 하면서 시간 버리는것보다 Warface 가 더욱더 가치가 있네요 배그 핑차이 워페이스 핑차이 어휴 시발 10 03 갑자기 덧글이 12개나 달리길래 뭔가 했습니다만... 컴 바꾸라구요? CPU i7 6700 RAM DDR4 8GB 4 32GB MB Gigabyte B150 DS3H VGA Gigabyte 1070 Xtreme 8GB Power Supply FSP FSP600 50HPN 85 SSD 바른전자 120GB HDD WD 1TB WD 2TB 케이스 BRAVOTEC 스텔스 EX270 파노라마 윈도우 블랙 피시방이요? 저도 우리나라에서 한국회사가 만든 겜이라 길래 아무리 애정을 가져보고 노력하고 화가 나도 어이없어도 우리나라에 있는 회사가 만든 게임이니까 라는 마인드로 해보았지만 절래절래 아직도 배그를 빨고 물고 늘어지고 붙잡고 썩어문들어져서 때가 생겨서 철수세미와 유Han락스로 박박 딱아도 지워지지않고 , 지박령처럼 배그 아님 못 살겠다 하시는 유저분들, 이 평가는 어느 한 게이머의 평가 글 입니다. 여기 몇몇 댓글들을 보고 머릿속에 휙 하고 지나가는게 무엇이냐면, 앞으리Ka 대XX TV 극성 팬 생각나요 . 네이버나 유튜브도 아니고 .",44,615,False,Not Recommended,31450,1538150957
배틀 그라운드,1080ti 달고 로우보다 울트라가 프레임 더 잘나오는 마법의 게임,44,91,True,Recommended,8559,1517484746
배틀 그라운드,정가로 산 제가 병1신 입니다정가로 산 제가 병1신 입니다정가로 산 제가 병1신 입니다정가로 산 제가 병1신 입니다정가로 산 제가 병1신 입니다정가로 산 제가 병1신 입니다정가로 산 제가 병1신 입니다정가로 산 제가 병1신 입니다정가로 산 제가 병1신 입니다정가로 산 제가 병1신 입니다,43,83,True,Recommended,983,1613297661
배틀 그라운드,아니장난 하냐 시발 상자를 뽑을때마다 열쇠필요한 상자만나오냐 시발 거지새끼야 그냥 자기가 골라서 뽑을수있게 처 만들어라 좀,43,359,False,Not Recommended,69022,1528004674
배틀 그라운드,"무료배포가 시작되면 핵쟁이의 세상이 시작될것이다,",41,511,True,Recommended,29595,1639116971
배틀 그라운드,괜찮다고 생각해요 근데 라이브러리에서 배틀그라운드가 사라졌어요,41,14,True,Recommended,20606,1570169117
배틀 그라운드,스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요 스킨 만들시간에 서버관리부터 좀 해주세요,41,294,True,Recommended,63763,1540818388
배틀 그라운드,내가 못해서 재미없음,40,34,False,Not Recommended,58402,1574263881
배틀 그라운드,시작은 한국게임이 아니었으나 끝은 한국게임으로 향해가고있다.,40,122,False,Not Recommended,1476,1510408132
배틀 그라운드,일상생활 불가능할거같은 친구랑하면 무슨일이있어도 못이깁니다.,40,73,True,Recommended,59888,1494603005
배틀 그라운드,꼭 그렇게 서버를 통합으로 해야했냐?,39,437,False,Not Recommended,12820,1508814343
배틀 그라운드,내생각엔 게임은 재밌음. 근데 내가못해서 재미없음. 하하하 하하하 하 하하하하하 하하하하핳핳하하하 하하 하하 하하하하하하하하 하..하...................,37,44,True,Recommended,57771,1583036693
